ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
219712_s_at	0.0314	0.00291	-3.3	-1.905761	-2.02	SHPK///TRPV1	sedoheptulokinase///transient receptor potential cation channel subfamily V member 1
1556199_a_at	0.0314	0.00291	-3.3	-1.905907	-1.36	RGS9BP	regulator of G-protein signaling 9 binding protein
207047_s_at	0.0314	0.00291	-3.3	-1.906094	-1.75	CLCNKB///CLCNKA	chloride voltage-gated channel Kb///chloride voltage-gated channel Ka
238297_at	0.0315	0.00292	-3.3	-1.908132	-1.18		
244869_at	0.0315	0.00292	-3.3	-1.908335	-1.64		
238214_at	0.0315	0.00292	-3.3	-1.908496	-1.63	LRRC69	leucine rich repeat containing 69
207210_at	0.0315	0.00292	-3.3	-1.909165	-1.96	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
211726_s_at	0.0316	0.00294	-3.3	-1.914269	-1.67	FMO2	flavin containing monooxygenase 2
229004_at	0.0316	0.00294	-3.3	-1.915804	-1.99	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
1563511_at	0.0316	0.00294	-3.3	-1.915935	-1.77	DKFZp451B082	uncharacterized LOC401282
243813_at	0.0317	0.00295	-3.3	-1.917123	-2.11	LINC00968	long intergenic non-protein coding RNA 968
208311_at	0.0317	0.00295	-3.3	-1.917839	-1.84	GPR50	G protein-coupled receptor 50
238237_at	0.0317	0.00295	-3.3	-1.91816	-1.86	LOC100130964	ADAM metallopeptidase domain 3A-like
242215_at	0.0317	0.00295	-3.3	-1.918369	-1.8	LOC102725345	uncharacterized LOC102725345
228568_at	0.0317	0.00295	-3.3	-1.918481	-1.1	MYZAP	myocardial zonula adherens protein
216358_at	0.0318	0.00296	-3.3	-1.921382	-2.01		
220120_s_at	0.0319	0.00297	-3.3	-1.924528	-2.06	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
1561872_at	0.0319	0.00297	-3.3	-1.925024	-1.93		
227252_at	0.0319	0.00297	-3.3	-1.925851	-1.19	LRP10	LDL receptor related protein 10
1554771_at	0.032	0.00299	-3.29	-1.930265	-1.2		
1558782_a_at	0.0321	0.00299	-3.29	-1.931228	-1.56	NFYC-AS1	NFYC antisense RNA 1
215350_at	0.0321	0.00299	-3.29	-1.931281	-1.94	SYNE1	spectrin repeat containing nuclear envelope protein 1
242448_at	0.0321	0.003	-3.29	-1.93427	-1.22		
1562446_at	0.0321	0.003	-3.29	-1.934309	-1.68	ZNF391	zinc finger protein 391
221625_at	0.0321	0.003	-3.29	-1.935147	-1.22	ZNF506	zinc finger protein 506
1560830_a_at	0.0321	0.00301	-3.29	-1.936006	-1.16	C19orf84	chromosome 19 open reading frame 84
242958_x_at	0.0322	0.00301	-3.29	-1.937396	-2.09		
201108_s_at	0.0322	0.00301	-3.29	-1.937505	-1.79	THBS1	thrombospondin 1
1559949_at	0.0322	0.00301	-3.29	-1.937552	-1.6		
244053_at	0.0322	0.00301	-3.29	-1.93807	-1.85		
233312_at	0.0322	0.00302	-3.29	-1.940006	-1.83	ROPN1L	rhophilin associated tail protein 1 like
242701_at	0.0322	0.00302	-3.29	-1.940266	-1.64	TBRG1	transforming growth factor beta regulator 1
238806_at	0.0323	0.00302	-3.29	-1.941363	-1.09		
226474_at	0.0323	0.00302	-3.29	-1.941655	-1.5	NLRC5	NLR family CARD domain containing 5
239640_at	0.0323	0.00302	-3.29	-1.941757	-1.63	LOC101928623///LOC401320	uncharacterized LOC101928623///uncharacterized LOC401320
224113_at	0.0323	0.00303	-3.29	-1.941914	-1.42	CARD14	caspase recruitment domain family member 14
234637_at	0.0324	0.00304	-3.29	-1.945484	-1.72	KRTAP4-5	keratin associated protein 4-5
238746_at	0.0324	0.00304	-3.29	-1.945524	-1.54	PXMP4	peroxisomal membrane protein 4
226485_at	0.0324	0.00304	-3.29	-1.945909	-1.42	LOC101928274///VSIG10	uncharacterized LOC101928274///V-set and immunoglobulin domain containing 10
223797_at	0.0324	0.00304	-3.29	-1.946714	-1.3	LOC114224	uncharacterized LOC114224
231327_at	0.0324	0.00304	-3.29	-1.947912	-2.12		
206851_at	0.0324	0.00305	-3.29	-1.948315	-1.58	RNASE3	ribonuclease A family member 3
1569652_at	0.0325	0.00305	-3.29	-1.950365	-1.37	MLLT3	MLLT3, super elongation complex subunit
237792_at	0.0325	0.00306	-3.29	-1.951269	-1.41		
241303_x_at	0.0325	0.00306	-3.28	-1.952345	-1.13		
242898_at	0.0326	0.00307	-3.28	-1.954998	-1.55	EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2
219915_s_at	0.0326	0.00307	-3.28	-1.956433	-1.45	SLC16A10	solute carrier family 16 member 10
232529_at	0.0326	0.00307	-3.28	-1.95709	-1.49	SP3	Sp3 transcription factor
237233_at	0.0326	0.00308	-3.28	-1.957495	-1.63		
215529_x_at	0.0326	0.00308	-3.28	-1.959585	-1.19	DIP2A	disco interacting protein 2 homolog A
223748_at	0.0326	0.00308	-3.28	-1.959953	-1.68	SLC4A11	solute carrier family 4 member 11
239448_at	0.0327	0.00309	-3.28	-1.961187	-2.23		
242298_x_at	0.0327	0.00309	-3.28	-1.961333	-2.09		
206885_x_at	0.0327	0.00309	-3.28	-1.962042	-1.93	GH1	growth hormone 1
231683_at	0.0327	0.00309	-3.28	-1.962796	-1.93	GLYAT	glycine-N-acyltransferase
1559777_at	0.0327	0.0031	-3.28	-1.964567	-1.76	MIR3945HG	MIR3945 host gene
221587_s_at	0.0327	0.0031	-3.28	-1.964611	-1.18	C19orf24	chromosome 19 open reading frame 24
239162_at	0.0328	0.0031	-3.28	-1.965069	-1.3	DAPK1-IT1	DAPK1 intronic transcript 1
211912_at	0.0328	0.0031	-3.28	-1.965283	-1.76	MERTK	MER proto-oncogene, tyrosine kinase
36711_at	0.0328	0.0031	-3.28	-1.965381	-1.65	MAFF	MAF bZIP transcription factor F
243998_at	0.0328	0.00311	-3.28	-1.966619	-1.02	KRT222	keratin 222
238792_at	0.0328	0.00311	-3.28	-1.967716	-1.11	PCNX1	pecanex homolog 1 (Drosophila)
224362_at	0.0328	0.00312	-3.28	-1.970125	-1.82	LOC100128922	connexin
215284_at	0.0328	0.00312	-3.28	-1.970169	-1.4		
243001_at	0.0329	0.00312	-3.28	-1.970803	-1.58	RBFA	ribosome binding factor A (putative)
1559174_at	0.0329	0.00313	-3.28	-1.973632	-1.95	RAB6A	RAB6A, member RAS oncogene family
238042_at	0.033	0.00313	-3.27	-1.975037	-2.0		
1569201_a_at	0.033	0.00313	-3.27	-1.975095	-1.41		
213936_x_at	0.033	0.00314	-3.27	-1.977217	-1.05	SFTPB	surfactant protein B
1564776_at	0.033	0.00314	-3.27	-1.977958	-1.33		
1562411_at	0.0331	0.00315	-3.27	-1.978646	-1.0	MYLK3	myosin light chain kinase 3
203643_at	0.0331	0.00315	-3.27	-1.978856	-1.21	ERF	ETS2 repressor factor
1566507_a_at	0.0331	0.00315	-3.27	-1.979197	-1.55	FBXO9	F-box protein 9
238021_s_at	0.0331	0.00315	-3.27	-1.980663	-1.5	CRNDE	colorectal neoplasia differentially expressed (non-protein coding)
239180_at	0.0331	0.00315	-3.27	-1.98104	-1.69	MMP25-AS1	MMP25 antisense RNA 1
1562612_at	0.0331	0.00316	-3.27	-1.981219	-1.53		
236390_at	0.0331	0.00316	-3.27	-1.98155	-1.95	SLX4IP	SLX4 interacting protein
1562834_at	0.0331	0.00316	-3.27	-1.981783	-1.07		
242801_at	0.0331	0.00316	-3.27	-1.982365	-2.22		
1552307_a_at	0.0331	0.00316	-3.27	-1.983562	-1.65	TTC39C	tetratricopeptide repeat domain 39C
1563874_at	0.0332	0.00317	-3.27	-1.984537	-1.77	WDR72	WD repeat domain 72
236107_at	0.0332	0.00317	-3.27	-1.98484	-2.15	UBE2Z	ubiquitin conjugating enzyme E2 Z
244404_at	0.0332	0.00317	-3.27	-1.985168	-1.93	STXBP4	syntaxin binding protein 4
241041_at	0.0332	0.00318	-3.27	-1.987574	-1.18		
244007_at	0.0333	0.00318	-3.27	-1.988921	-1.27	ZNF462	zinc finger protein 462
243919_at	0.0333	0.00319	-3.27	-1.99125	-1.78		
1553663_a_at	0.0334	0.0032	-3.27	-1.994303	-1.07	NPB	neuropeptide B
220706_at	0.0334	0.0032	-3.27	-1.995065	-1.4	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7
1558821_s_at	0.0334	0.00321	-3.27	-1.996576	-1.49	LOC102723694	uncharacterized LOC102723694
242346_x_at	0.0335	0.00321	-3.26	-1.997602	-1.2		
210598_at	0.0335	0.00321	-3.26	-1.997876	-1.31		
232626_at	0.0335	0.00321	-3.26	-1.998482	-1.13		
205275_at	0.0335	0.00322	-3.26	-1.999747	-1.4	GTPBP1	GTP binding protein 1
244700_at	0.0336	0.00322	-3.26	-2.000953	-2.37	SEC61B	Sec61 translocon beta subunit
232094_at	0.0336	0.00322	-3.26	-2.000983	-1.61	KATNBL1	katanin regulatory subunit B1 like 1
232826_at	0.0336	0.00322	-3.26	-2.001249	-1.93		
214446_at	0.0336	0.00323	-3.26	-2.00199	-1.39	ELL2	elongation factor for RNA polymerase II 2
222373_at	0.0336	0.00323	-3.26	-2.003505	-2.08		
220389_at	0.0336	0.00323	-3.26	-2.003575	-1.78	CCDC81	coiled-coil domain containing 81
205846_at	0.0336	0.00324	-3.26	-2.004595	-1.61	PTPRB	protein tyrosine phosphatase, receptor type B
204679_at	0.0336	0.00324	-3.26	-2.004808	-1.19	KCNK1	potassium two pore domain channel subfamily K member 1
222038_s_at	0.0336	0.00324	-3.26	-2.004843	-1.77	UTP18	UTP18, small subunit processome component
212190_at	0.0337	0.00324	-3.26	-2.005881	-1.02	SERPINE2	serpin family E member 2
242859_at	0.0337	0.00324	-3.26	-2.005992	-1.41		
226315_at	0.0337	0.00324	-3.26	-2.00679	-1.02	ZNF830	zinc finger protein 830
243783_at	0.0337	0.00324	-3.26	-2.006965	-1.84	LOC105369705	uncharacterized LOC105369705
214244_s_at	0.0337	0.00324	-3.26	-2.00728	-1.76	ATP6V0E1	ATPase H+ transporting V0 subunit e1
1553140_at	0.0337	0.00325	-3.26	-2.007822	-1.93	PELO	pelota homolog (Drosophila)
243925_at	0.0337	0.00325	-3.26	-2.008796	-1.96		
242157_at	0.0337	0.00326	-3.26	-2.010897	-1.67	CHD9	chromodomain helicase DNA binding protein 9
1557394_at	0.0337	0.00326	-3.26	-2.011284	-1.8	DLGAP4	DLG associated protein 4
1562220_at	0.0338	0.00326	-3.26	-2.011708	-1.73		
235429_at	0.0338	0.00326	-3.26	-2.012418	-1.05	EIF3E	eukaryotic translation initiation factor 3 subunit E
217230_at	0.0338	0.00327	-3.26	-2.014814	-1.31	EZR	ezrin
214560_at	0.0339	0.00328	-3.26	-2.016309	-1.86	FPR3	formyl peptide receptor 3
221683_s_at	0.0339	0.00328	-3.26	-2.016674	-1.77	CEP290	centrosomal protein 290
217554_at	0.0339	0.00328	-3.26	-2.016996	-1.76		
242579_at	0.0339	0.00328	-3.26	-2.018165	-1.08	BMPR1B	bone morphogenetic protein receptor type 1B
236594_at	0.034	0.0033	-3.25	-2.022003	-1.16	LLGL1	LLGL1, scribble cell polarity complex component
240370_at	0.034	0.0033	-3.25	-2.022102	-2.2		
244772_at	0.034	0.0033	-3.25	-2.022317	-1.64		
241043_at	0.034	0.0033	-3.25	-2.022504	-1.79		
243625_at	0.034	0.0033	-3.25	-2.022534	-1.79		
1564208_x_at	0.034	0.0033	-3.25	-2.023826	-1.25	LINC00957	long intergenic non-protein coding RNA 957
1557238_s_at	0.034	0.0033	-3.25	-2.024202	-1.66		
235646_at	0.034	0.00331	-3.25	-2.024622	-1.91		
1559814_at	0.034	0.00331	-3.25	-2.024723	-1.43		
242131_at	0.034	0.00331	-3.25	-2.024975	-1.11	ATP6	ATP synthase F0 subunit 6
1559916_a_at	0.034	0.00331	-3.25	-2.02539	-1.98		
1563030_at	0.0341	0.00331	-3.25	-2.026253	-1.12		
208891_at	0.0341	0.00331	-3.25	-2.02723	-1.04	DUSP6	dual specificity phosphatase 6
242555_at	0.0341	0.00331	-3.25	-2.027392	-1.84	C16orf87	chromosome 16 open reading frame 87
232037_at	0.0341	0.00332	-3.25	-2.027854	-1.3	IGDCC3	immunoglobulin superfamily DCC subclass member 3
207104_x_at	0.0342	0.00333	-3.25	-2.032245	-1.51	LILRB1	leukocyte immunoglobulin like receptor B1
212107_s_at	0.0342	0.00334	-3.25	-2.033127	-1.42	DHX9	DEAH-box helicase 9
209631_s_at	0.0343	0.00334	-3.25	-2.034111	-1.12	SEL1L2///GPR37	SEL1L2 ERAD E3 ligase adaptor subunit///G protein-coupled receptor 37
228612_at	0.0343	0.00335	-3.25	-2.036027	-1.31	RAB30-AS1	RAB30 antisense RNA 1 (head to head)
241846_at	0.0343	0.00335	-3.25	-2.036401	-1.03	HCG18	HLA complex group 18 (non-protein coding)
211169_s_at	0.0344	0.00335	-3.25	-2.038206	-1.88	PPP1R3A	protein phosphatase 1 regulatory subunit 3A
1552378_s_at	0.0344	0.00335	-3.25	-2.038245	-1.81	RDH10	retinol dehydrogenase 10 (all-trans)
1561274_at	0.0344	0.00336	-3.25	-2.039439	-1.53	CRYBB2P1	crystallin beta B2 pseudogene 1
237660_at	0.0344	0.00336	-3.25	-2.040002	-1.65	UNC80	unc-80 homolog, NALCN activator
229098_s_at	0.0345	0.00337	-3.25	-2.042571	-1.46	C5orf24	chromosome 5 open reading frame 24
232629_at	0.0345	0.00337	-3.25	-2.042747	-1.81	PROK2	prokineticin 2
1557718_at	0.0345	0.00337	-3.24	-2.0435	-1.08	PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma
1558113_at	0.0345	0.00338	-3.24	-2.044796	-1.75	FAM78B	family with sequence similarity 78 member B
1565886_at	0.0345	0.00338	-3.24	-2.045411	-1.67		
241497_at	0.0346	0.00338	-3.24	-2.046632	-1.7		
214192_at	0.0346	0.00339	-3.24	-2.04747	-1.76	NUP88	nucleoporin 88
235045_at	0.0346	0.00339	-3.24	-2.047965	-1.01	RBM7	RNA binding motif protein 7
205234_at	0.0347	0.0034	-3.24	-2.049729	-1.99	SLC16A4	solute carrier family 16 member 4
203055_s_at	0.0347	0.0034	-3.24	-2.050221	-1.3	LOC100505585///ARHGEF1	uncharacterized LOC100505585///Rho guanine nucleotide exchange factor 1
1562529_s_at	0.0347	0.0034	-3.24	-2.050362	-1.24		
242060_x_at	0.0347	0.0034	-3.24	-2.05198	-1.8	PHF11	PHD finger protein 11
213418_at	0.0347	0.0034	-3.24	-2.052026	-1.81	HSPA6	heat shock protein family A (Hsp70) member 6
244467_at	0.0347	0.0034	-3.24	-2.052319	-1.5	SHISA8	shisa family member 8
234575_at	0.0347	0.00341	-3.24	-2.053061	-1.78	ZNF71	zinc finger protein 71
215584_at	0.0348	0.00341	-3.24	-2.054315	-1.31	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1
1560199_x_at	0.0348	0.00342	-3.24	-2.05528	-1.25		
239348_at	0.0348	0.00342	-3.24	-2.056466	-1.27		
222827_s_at	0.0348	0.00342	-3.24	-2.056673	-1.46	KLHL41	kelch like family member 41
239804_at	0.0348	0.00342	-3.24	-2.056966	-1.04		
201182_s_at	0.0348	0.00343	-3.24	-2.05819	-1.02	CHD4	chromodomain helicase DNA binding protein 4
209396_s_at	0.0349	0.00343	-3.24	-2.060607	-2.31	CHI3L1	chitinase 3 like 1
241633_x_at	0.0349	0.00344	-3.24	-2.060756	-1.44		
1560779_a_at	0.0349	0.00344	-3.24	-2.061628	-2.21	ZNF568	zinc finger protein 568
207342_at	0.0349	0.00344	-3.24	-2.062004	-1.92	CNGB1	cyclic nucleotide gated channel beta 1
1565837_at	0.035	0.00345	-3.24	-2.063376	-1.87	LOC100506411	uncharacterized LOC100506411
211962_s_at	0.035	0.00345	-3.24	-2.0637	-1.35	ZFP36L1	ZFP36 ring finger protein like 1
239532_at	0.035	0.00345	-3.24	-2.064493	-1.37		
225089_at	0.035	0.00346	-3.23	-2.066752	-1.56	USP40	ubiquitin specific peptidase 40
213693_s_at	0.035	0.00346	-3.23	-2.066812	-1.64	MUC1	mucin 1, cell surface associated
222284_at	0.0351	0.00346	-3.23	-2.068043	-1.56		
222282_at	0.0351	0.00346	-3.23	-2.068088	-1.66		
210867_at	0.0351	0.00346	-3.23	-2.06864	-1.74	CNOT4	CCR4-NOT transcription complex subunit 4
228017_s_at	0.0351	0.00347	-3.23	-2.06966	-1.01	NKAIN4	Na+/K+ transporting ATPase interacting 4
243857_at	0.0352	0.00348	-3.23	-2.072474	-1.4	MORF4L2	mortality factor 4 like 2
1558777_at	0.0352	0.00348	-3.23	-2.072523	-2.22	MKL2	MKL1/myocardin like 2
236368_at	0.0352	0.00348	-3.23	-2.07276	-1.17	KIAA0368	KIAA0368
228128_x_at	0.0352	0.00348	-3.23	-2.07317	-1.63	PAPPA	pappalysin 1
240369_at	0.0352	0.00348	-3.23	-2.073402	-1.56	TTC7A	tetratricopeptide repeat domain 7A
242021_at	0.0352	0.00348	-3.23	-2.073429	-1.17	XBP1	X-box binding protein 1
236850_at	0.0352	0.00348	-3.23	-2.073445	-1.93	CAPRIN1	cell cycle associated protein 1
212732_at	0.0353	0.0035	-3.23	-2.078325	-1.48	MEG3	maternally expressed 3 (non-protein coding)
241875_at	0.0354	0.00351	-3.23	-2.080721	-2.23		
1556942_at	0.0354	0.00351	-3.23	-2.08207	-2.07		
224533_s_at	0.0354	0.00352	-3.23	-2.082357	-1.71		
238812_at	0.0354	0.00352	-3.23	-2.082946	-1.18		
1564069_at	0.0354	0.00352	-3.23	-2.083531	-1.09	HOTTIP	HOXA distal transcript antisense RNA
1564194_a_at	0.0355	0.00353	-3.23	-2.085519	-2.15	MS4A15	membrane spanning 4-domains A15
223599_at	0.0355	0.00353	-3.23	-2.085543	-1.43	TRIM6	tripartite motif containing 6
202065_s_at	0.0355	0.00353	-3.23	-2.086017	-1.91	PPFIA1	PTPRF interacting protein alpha 1
240395_at	0.0355	0.00353	-3.23	-2.086432	-1.28	LOC100128727///DGKI	uncharacterized LOC100128727///diacylglycerol kinase iota
235422_at	0.0355	0.00354	-3.23	-2.088409	-1.11		
1569520_at	0.0356	0.00354	-3.23	-2.088855	-2.08	LOC101929747	uncharacterized LOC101929747
242509_at	0.0356	0.00354	-3.22	-2.089927	-2.31		
207057_at	0.0356	0.00354	-3.22	-2.090015	-1.04	SLC16A7	solute carrier family 16 member 7
215373_x_at	0.0356	0.00355	-3.22	-2.09081	-1.12		
1563708_at	0.0356	0.00355	-3.22	-2.091759	-2.12	SFXN5	sideroflexin 5
227592_at	0.0356	0.00355	-3.22	-2.092266	-1.64	ALDH16A1	aldehyde dehydrogenase 16 family member A1
1566480_x_at	0.0356	0.00356	-3.22	-2.09342	-1.62	MEIOC	meiosis specific with coiled-coil domain
1553141_at	0.0357	0.00356	-3.22	-2.094981	-2.06	LACC1	laccase domain containing 1
236830_at	0.0357	0.00357	-3.22	-2.095756	-1.69		
241696_at	0.0357	0.00357	-3.22	-2.095863	-1.98	CNTLN	centlein
1562772_a_at	0.0358	0.00358	-3.22	-2.100102	-1.77	DAND5	DAN domain BMP antagonist family member 5
239851_at	0.0359	0.00359	-3.22	-2.100589	-1.69		
220433_at	0.0359	0.00359	-3.22	-2.100996	-1.48	PRRG3	proline rich and Gla domain 3
239868_at	0.0359	0.00359	-3.22	-2.10161	-2.29		
238037_at	0.0359	0.00359	-3.22	-2.103102	-1.59	LMLN	leishmanolysin like peptidase
64474_g_at	0.0359	0.0036	-3.22	-2.10434	-1.24	MIR1306///DGCR8	microRNA 1306///DGCR8 microprocessor complex subunit
215265_at	0.036	0.0036	-3.22	-2.105137	-1.64	EMX1	empty spiracles homeobox 1
215575_at	0.036	0.00361	-3.22	-2.105737	-1.21	PDE4DIP	phosphodiesterase 4D interacting protein
239845_at	0.036	0.00361	-3.22	-2.106428	-2.01		
52255_s_at	0.036	0.00361	-3.22	-2.106777	-1.42	COL5A3	collagen type V alpha 3 chain
1562853_x_at	0.036	0.00361	-3.22	-2.107394	-1.9		
240709_at	0.036	0.00361	-3.22	-2.107778	-1.96	SEZ6L	seizure related 6 homolog like
215494_at	0.036	0.00362	-3.22	-2.108625	-1.62		
242390_at	0.036	0.00362	-3.22	-2.109016	-1.72		
1564838_a_at	0.0361	0.00362	-3.22	-2.109755	-1.75	LOC151760	putative uncharacterized protein LOC151760
211880_x_at	0.0361	0.00362	-3.22	-2.110848	-1.84	PCDHGA1	protocadherin gamma subfamily A, 1
1566597_at	0.0361	0.00363	-3.22	-2.111507	-1.75		
1559201_a_at	0.0361	0.00363	-3.21	-2.112128	-1.22		
64064_at	0.0361	0.00363	-3.21	-2.112634	-1.18	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
244697_at	0.0361	0.00363	-3.21	-2.112956	-1.75		
1564642_at	0.0361	0.00363	-3.21	-2.11302	-2.21	RUNX1T1	RUNX1 translocation partner 1
220375_s_at	0.0362	0.00364	-3.21	-2.114455	-1.13	C5orf66	chromosome 5 open reading frame 66
1565690_at	0.0362	0.00364	-3.21	-2.114858	-2.07		
231324_at	0.0362	0.00365	-3.21	-2.116149	-1.92		
242840_at	0.0362	0.00365	-3.21	-2.117032	-1.37		
1553493_a_at	0.0362	0.00365	-3.21	-2.117519	-1.29	TDH	L-threonine dehydrogenase (pseudogene)
1560271_at	0.0362	0.00365	-3.21	-2.11805	-1.06		
236428_at	0.0362	0.00365	-3.21	-2.118118	-1.77		
230949_at	0.0362	0.00365	-3.21	-2.118257	-1.07	SLC23A3	solute carrier family 23 member 3
236193_at	0.0362	0.00366	-3.21	-2.119253	-1.62	HIST1H2BC	histone cluster 1, H2bc
1559210_at	0.0362	0.00366	-3.21	-2.119262	-1.54		
217593_at	0.0362	0.00366	-3.21	-2.119491	-1.82	ZSCAN18	zinc finger and SCAN domain containing 18
1553641_a_at	0.0362	0.00366	-3.21	-2.120275	-1.53	TSGA13	testis specific 13
232386_at	0.0363	0.00367	-3.21	-2.121233	-2.02	VPS13C	vacuolar protein sorting 13 homolog C
224357_s_at	0.0363	0.00367	-3.21	-2.1217	-1.49	MS4A4A	membrane spanning 4-domains A4A
239256_at	0.0363	0.00367	-3.21	-2.123193	-1.62		
225697_at	0.0364	0.00368	-3.21	-2.124835	-1.5	CDK12	cyclin dependent kinase 12
215404_x_at	0.0364	0.00368	-3.21	-2.125553	-1.45	FGFR1	fibroblast growth factor receptor 1
213640_s_at	0.0365	0.00369	-3.21	-2.127785	-1.93	LOX	lysyl oxidase
232929_at	0.0365	0.00369	-3.21	-2.127855	-1.15	ZBTB20	zinc finger and BTB domain containing 20
201593_s_at	0.0365	0.00369	-3.21	-2.127997	-1.35	ZC3H15	zinc finger CCCH-type containing 15
35666_at	0.0365	0.0037	-3.21	-2.128929	-1.2	SEMA3F	semaphorin 3F
1559101_at	0.0365	0.0037	-3.21	-2.129181	-1.33	FYN	FYN proto-oncogene, Src family tyrosine kinase
236585_at	0.0365	0.0037	-3.21	-2.130732	-1.54		
1560198_at	0.0365	0.0037	-3.21	-2.131027	-1.62	LINC00523	long intergenic non-protein coding RNA 523
240707_at	0.0365	0.00371	-3.21	-2.132129	-2.0	CTD-2350J17.1	uncharacterized LOC101929472
243399_at	0.0365	0.00371	-3.21	-2.132514	-1.87		
214532_x_at	0.0367	0.00372	-3.2	-2.13628	-1.72	POU5F1B	POU class 5 homeobox 1B
228714_at	0.0367	0.00373	-3.2	-2.137362	-2.08	LOC101927027	uncharacterized LOC101927027
241954_at	0.0367	0.00374	-3.2	-2.138963	-1.64	FDFT1	farnesyl-diphosphate farnesyltransferase 1
1570191_at	0.0368	0.00374	-3.2	-2.14086	-1.57		
238842_at	0.0368	0.00374	-3.2	-2.140903	-1.26	LOC102724002	uncharacterized LOC102724002
232421_at	0.0368	0.00374	-3.2	-2.140941	-1.54	SCARB1	scavenger receptor class B member 1
202547_s_at	0.0368	0.00374	-3.2	-2.14104	-1.87	ARHGEF7	Rho guanine nucleotide exchange factor 7
216804_s_at	0.0368	0.00375	-3.2	-2.142128	-2.12	PDLIM5	PDZ and LIM domain 5
203499_at	0.0368	0.00375	-3.2	-2.143391	-1.71	EPHA2	EPH receptor A2
1557350_at	0.0369	0.00376	-3.2	-2.145382	-2.3	G3BP1	G3BP stress granule assembly factor 1
242163_at	0.0369	0.00376	-3.2	-2.145428	-1.29	THRAP3	thyroid hormone receptor associated protein 3
1556595_at	0.0369	0.00377	-3.2	-2.146633	-1.19		
1554473_at	0.0369	0.00377	-3.2	-2.147228	-2.41	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1
237798_at	0.0369	0.00377	-3.2	-2.147703	-1.14		
1562590_at	0.0369	0.00377	-3.2	-2.148121	-1.65	PRTG	protogenin
236386_at	0.0369	0.00377	-3.2	-2.148202	-1.71	SUZ12P1	SUZ12 polycomb repressive complex 2 subunit pseudogene 1
211466_at	0.037	0.00377	-3.2	-2.148531	-1.98	NFIB	nuclear factor I B
227786_at	0.0371	0.00379	-3.2	-2.15308	-1.34	MED30	mediator complex subunit 30
222891_s_at	0.0372	0.0038	-3.2	-2.154317	-1.23	BCL11A	B-cell CLL/lymphoma 11A
1565495_at	0.0372	0.0038	-3.2	-2.154773	-1.81	CYAT1///IGLV1-44///IGLC1	immunoglobulin lambda light chain-like///immunoglobulin lambda variable 1-44///immunoglobulin lambda constant 1
1569666_s_at	0.0372	0.0038	-3.2	-2.155823	-1.65		
236144_at	0.0373	0.00382	-3.19	-2.159514	-1.53	CPXM2	carboxypeptidase X, M14 family member 2
204101_at	0.0373	0.00382	-3.19	-2.160491	-1.27	MTM1	myotubularin 1
1554950_at	0.0373	0.00382	-3.19	-2.160731	-1.65	ACAN	aggrecan
237620_at	0.0373	0.00383	-3.19	-2.16157	-1.89	ODF3L2	outer dense fiber of sperm tails 3 like 2
233764_s_at	0.0374	0.00383	-3.19	-2.161884	-1.41	LARP1B	La ribonucleoprotein domain family member 1B
215228_at	0.0374	0.00383	-3.19	-2.162645	-1.19	NHLH2	nescient helix-loop-helix 2
1569251_a_at	0.0374	0.00383	-3.19	-2.162708	-1.6	ZNF333	zinc finger protein 333
208109_s_at	0.0374	0.00384	-3.19	-2.164193	-1.66	LINC00597	long intergenic non-protein coding RNA 597
215330_at	0.0374	0.00384	-3.19	-2.165089	-1.83		
211851_x_at	0.0374	0.00385	-3.19	-2.165872	-1.78	BRCA1	BRCA1, DNA repair associated
228478_at	0.0375	0.00385	-3.19	-2.168233	-1.32	SPPL2A	signal peptide peptidase like 2A
1569601_at	0.0375	0.00386	-3.19	-2.168538	-1.47		
238555_at	0.0376	0.00386	-3.19	-2.170262	-1.8		
211051_s_at	0.0376	0.00387	-3.19	-2.171236	-1.75	EXTL3	exostosin like glycosyltransferase 3
241550_at	0.0376	0.00387	-3.19	-2.171293	-1.6	DPPA5	developmental pluripotency associated 5
220975_s_at	0.0376	0.00388	-3.19	-2.173228	-1.18	C1QTNF1	C1q and tumor necrosis factor related protein 1
235213_at	0.0377	0.00389	-3.19	-2.175736	-1.62	ITPKB	inositol-trisphosphate 3-kinase B
208172_s_at	0.0377	0.00389	-3.19	-2.176067	-1.86	KCNB2	potassium voltage-gated channel subfamily B member 2
236610_at	0.0377	0.00389	-3.19	-2.176743	-1.13		
221071_at	0.0377	0.00389	-3.19	-2.177781	-1.45		
238243_at	0.0377	0.00389	-3.19	-2.177848	-1.74		
1569385_s_at	0.0378	0.0039	-3.19	-2.179158	-1.58	TET2	tet methylcytosine dioxygenase 2
233041_x_at	0.0378	0.0039	-3.19	-2.179382	-1.13		
