ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
210950_s_at	0.00845	0.000383	4.11	0.012521	1.88	FDFT1	farnesyl-diphosphate farnesyltransferase 1
212232_at	0.00853	0.000387	4.11	0.001127	1.14	FNBP4	formin binding protein 4
217819_at	0.00854	0.000388	4.1	-0.001068	1.18	GOLGA7	golgin A7
209503_s_at	0.00855	0.000389	4.1	-0.002516	2.6	PSMC5	proteasome 26S subunit, ATPase 5
212195_at	0.00859	0.000391	4.1	-0.00806	1.15	IL6ST	interleukin 6 signal transducer
202345_s_at	0.0086	0.000392	4.1	-0.009545	1.55	FABP5	fatty acid binding protein 5
200631_s_at	0.0086	0.000392	4.1	-0.011348	1.26	SETSIP///SET	SET-like protein///SET nuclear proto-oncogene
218980_at	0.00861	0.000393	4.1	-0.012309	1.04	FHOD3	formin homology 2 domain containing 3
203518_at	0.00862	0.000394	4.1	-0.015645	1.13	LYST	lysosomal trafficking regulator
226086_at	0.00864	0.000395	4.1	-0.017754	1.28	SYT13	synaptotagmin 13
204081_at	0.00867	0.000397	4.1	-0.022142	1.35	NRGN	neurogranin
225644_at	0.00879	0.000404	4.09	-0.038818	1.03	CCDC117	coiled-coil domain containing 117
204219_s_at	0.00881	0.000406	4.09	-0.043572	1.06	PSMC1	proteasome 26S subunit, ATPase 1
214811_at	0.00882	0.000406	4.09	-0.044594	1.12	RIMBP2	RIMS binding protein 2
208739_x_at	0.00885	0.000408	4.09	-0.048586	1.52	LOC101929087///SUMO2///SUMO3	small ubiquitin-related modifier 2 pseudogene///small ubiquitin-like modifier 2///small ubiquitin-like modifier 3
201805_at	0.00885	0.000408	4.09	-0.048798	2.15	PRKAG1	protein kinase AMP-activated non-catalytic subunit gamma 1
201033_x_at	0.00889	0.000411	4.08	-0.055302	1.29	RPLP0	ribosomal protein lateral stalk subunit P0
201903_at	0.0089	0.000412	4.08	-0.058479	1.96	UQCRC1	ubiquinol-cytochrome c reductase core protein I
214643_x_at	0.00891	0.000413	4.08	-0.059737	1.14	BIN1	bridging integrator 1
218679_s_at	0.009	0.000418	4.08	-0.072369	1.14	VPS28	VPS28, ESCRT-I subunit
208761_s_at	0.00903	0.000422	4.07	-0.079674	1.34	SUMO1	small ubiquitin-like modifier 1
200973_s_at	0.00905	0.000423	4.07	-0.082191	2.62	TSPAN3	tetraspanin 3
219569_s_at	0.00905	0.000424	4.07	-0.083937	1.18	SLC35G2	solute carrier family 35 member G2
201233_at	0.00906	0.000425	4.07	-0.086167	1.94	PSMD13	proteasome 26S subunit, non-ATPase 13
217772_s_at	0.00908	0.000426	4.07	-0.089009	1.01	MTCH2	mitochondrial carrier 2
207573_x_at	0.00909	0.000427	4.07	-0.091585	1.22	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
203336_s_at	0.00911	0.000428	4.07	-0.094528	1.35	ITGB1BP1	integrin subunit beta 1 binding protein 1
224365_s_at	0.00913	0.00043	4.07	-0.097912	1.98	TIGD7	tigger transposable element derived 7
208887_at	0.00913	0.00043	4.06	-0.09813	1.95	EIF3G	eukaryotic translation initiation factor 3 subunit G
218616_at	0.00914	0.00043	4.06	-0.099455	1.15	INTS12	integrator complex subunit 12
218354_at	0.00915	0.000432	4.06	-0.102347	1.33	TRAPPC2L	trafficking protein particle complex 2 like
225456_at	0.00915	0.000432	4.06	-0.103177	2.38	MED1	mediator complex subunit 1
224913_s_at	0.00917	0.000433	4.06	-0.105232	1.93	TIMM50	translocase of inner mitochondrial membrane 50
201132_at	0.00917	0.000433	4.06	-0.105829	1.17	RPL36A-HNRNPH2///HNRNPH2	RPL36A-HNRNPH2 readthrough///heterogeneous nuclear ribonucleoprotein H2 (H')
204365_s_at	0.00923	0.000437	4.06	-0.113771	1.01	REEP1	receptor accessory protein 1
201825_s_at	0.00925	0.000438	4.06	-0.116525	1.73	SCCPDH	saccharopine dehydrogenase (putative)
204175_at	0.00925	0.000438	4.06	-0.116988	1.35	ZNF593	zinc finger protein 593
209440_at	0.00925	0.000439	4.06	-0.118128	1.21	PRPS1	phosphoribosyl pyrophosphate synthetase 1
207419_s_at	0.00927	0.00044	4.06	-0.121033	1.94	RAC2	ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)
218535_s_at	0.00931	0.000443	4.05	-0.127184	1.97	RIOK2	RIO kinase 2
203166_at	0.00931	0.000443	4.05	-0.127521	1.19	CFDP1	craniofacial development protein 1
211383_s_at	0.00931	0.000443	4.05	-0.127677	1.76	WDR37	WD repeat domain 37
225275_at	0.00934	0.000445	4.05	-0.131127	1.03	EDIL3	EGF like repeats and discoidin domains 3
203415_at	0.00938	0.000449	4.05	-0.140432	1.5	PDCD6	programmed cell death 6
214769_at	0.00938	0.00045	4.05	-0.141051	1.03	CLCN4	chloride voltage-gated channel 4
226433_at	0.0094	0.000451	4.05	-0.143027	1.56	RNF157	ring finger protein 157
201022_s_at	0.00942	0.000452	4.04	-0.14691	1.1	DSTN	destrin, actin depolymerizing factor
209839_at	0.00942	0.000453	4.04	-0.147702	1.38	DNM3	dynamin 3
200039_s_at	0.00943	0.000454	4.04	-0.149658	1.22	PSMB2	proteasome subunit beta 2
225030_at	0.00943	0.000454	4.04	-0.149916	1.02	BOD1	biorientation of chromosomes in cell division 1
209046_s_at	0.00943	0.000454	4.04	-0.150169	1.24	GABARAPL2	GABA type A receptor associated protein like 2
201093_x_at	0.00943	0.000454	4.04	-0.150262	1.16	SDHA	succinate dehydrogenase complex flavoprotein subunit A
209902_at	0.00943	0.000454	4.04	-0.150714	1.87	ATR	ATR serine/threonine kinase
224888_at	0.00943	0.000455	4.04	-0.151496	1.41	EPT1	ethanolaminephosphotransferase 1
209300_s_at	0.00952	0.000461	4.04	-0.163783	1.36	NECAP1	NECAP endocytosis associated 1
211720_x_at	0.0096	0.000467	4.03	-0.176003	1.19	RPLP0	ribosomal protein lateral stalk subunit P0
204823_at	0.00963	0.000468	4.03	-0.179472	1.04	NAV3	neuron navigator 3
225566_at	0.00964	0.000469	4.03	-0.18064	1.83	NRP2	neuropilin 2
212277_at	0.00964	0.000469	4.03	-0.180918	1.19	MTMR4	myotubularin related protein 4
211759_x_at	0.00965	0.00047	4.03	-0.183423	1.19	TBCB	tubulin folding cofactor B
225416_at	0.00977	0.000477	4.02	-0.198091	1.21	RLIM	ring finger protein, LIM domain interacting
223043_at	0.00979	0.000479	4.02	-0.201	1.66	EMC4	ER membrane protein complex subunit 4
222659_at	0.00983	0.000482	4.02	-0.206279	1.29	IPO11-LRRC70///IPO11	IPO11-LRRC70 readthrough///importin 11
213738_s_at	0.00984	0.000483	4.02	-0.209322	1.46	ATP5A1	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle
209143_s_at	0.0099	0.000487	4.02	-0.217744	1.07	CLNS1A	chloride nucleotide-sensitive channel 1A
219862_s_at	0.0099	0.000489	4.01	-0.220201	1.02	NARF	nuclear prelamin A recognition factor
202209_at	0.0099	0.000489	4.01	-0.220622	1.94	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
215543_s_at	0.0099	0.000489	4.01	-0.221284	1.23	LARGE1	LARGE xylosyl- and glucuronyltransferase 1
208290_s_at	0.0099	0.000489	4.01	-0.221646	2.2	EIF5	eukaryotic translation initiation factor 5
217933_s_at	0.0099	0.00049	4.01	-0.222732	1.65	LAP3	leucine aminopeptidase 3
202583_s_at	0.0099	0.000491	4.01	-0.224194	2.24	RANBP9	RAN binding protein 9
223060_at	0.0099	0.000491	4.01	-0.224442	2.37	C14orf119	chromosome 14 open reading frame 119
1555560_at	0.00993	0.000493	4.01	-0.229141	2.67	UGGT2	UDP-glucose glycoprotein glucosyltransferase 2
201135_at	0.00998	0.000496	4.01	-0.234946	1.05	ECHS1	enoyl-CoA hydratase, short chain 1
200620_at	0.00998	0.000496	4.01	-0.235193	1.09	TMEM59	transmembrane protein 59
235850_at	0.00998	0.000497	4.01	-0.236299	1.1	FAM162A	family with sequence similarity 162 member A
212085_at	0.0101	0.000501	4.0	-0.244667	1.41	SLC25A6	solute carrier family 25 member 6
201267_s_at	0.0101	0.000503	4.0	-0.247994	1.81	PSMC3	proteasome 26S subunit, ATPase 3
203122_at	0.0101	0.000504	4.0	-0.249719	2.0	TRAPPC12	trafficking protein particle complex 12
200972_at	0.0101	0.000505	4.0	-0.252002	1.3	TSPAN3	tetraspanin 3
209566_at	0.0101	0.000505	4.0	-0.252261	1.01	INSIG2	insulin induced gene 2
234998_at	0.0101	0.000507	4.0	-0.255709	1.3	RAB11A	RAB11A, member RAS oncogene family
203034_s_at	0.0102	0.000511	4.0	-0.261816	1.32	SNORA3A///RPL27A	small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a
236982_at	0.0102	0.000513	4.0	-0.265998	1.61		
212310_at	0.0103	0.000516	3.99	-0.272538	1.11	MIA3	MIA family member 3, ER export factor
200936_at	0.0103	0.000517	3.99	-0.272978	1.44	RPL8	ribosomal protein L8
204979_s_at	0.0103	0.000519	3.99	-0.277367	1.23	SH3BGR	SH3 domain binding glutamate rich protein
211546_x_at	0.0103	0.000521	3.99	-0.280398	1.32	SNCA	synuclein alpha
225261_x_at	0.0103	0.000523	3.99	-0.284683	1.52	NELFCD	negative elongation factor complex member C/D
211256_x_at	0.0104	0.000526	3.99	-0.290139	2.3	BTN2A1	butyrophilin subfamily 2 member A1
227425_at	0.0104	0.000526	3.99	-0.290723	1.24	REPS2	RALBP1 associated Eps domain containing 2
200034_s_at	0.0104	0.000528	3.98	-0.293734	1.41	RPL6	ribosomal protein L6
219492_at	0.0104	0.000528	3.98	-0.294273	1.24	CHIC2	cysteine rich hydrophobic domain 2
201518_at	0.0104	0.000528	3.98	-0.294451	1.1	CBX1	chromobox 1
218685_s_at	0.0104	0.00053	3.98	-0.296776	1.3	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1
201491_at	0.0105	0.000533	3.98	-0.301934	1.25	AHSA1	activator of Hsp90 ATPase activity 1
200622_x_at	0.0105	0.000535	3.98	-0.306437	1.71	CALM3///CALM2///CALM1	calmodulin 3///calmodulin 2///calmodulin 1
207707_s_at	0.0105	0.000537	3.98	-0.308969	1.83	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component
203033_x_at	0.0105	0.000538	3.98	-0.311369	1.69	FH	fumarate hydratase
202119_s_at	0.0105	0.000539	3.98	-0.313719	1.33	CPNE3	copine 3
231715_s_at	0.0105	0.00054	3.98	-0.314424	1.94	MIR6741///PYCR2	microRNA 6741///pyrroline-5-carboxylate reductase family member 2
208799_at	0.0105	0.000541	3.97	-0.317	1.23	PSMB5	proteasome subunit beta 5
208827_at	0.0106	0.000542	3.97	-0.318176	1.31	PSMB6	proteasome subunit beta 6
219455_at	0.0106	0.000546	3.97	-0.325009	1.81	CFAP69	cilia and flagella associated protein 69
200046_at	0.0106	0.000549	3.97	-0.3307	1.26	DAD1	defender against cell death 1
202690_s_at	0.0107	0.00055	3.97	-0.333401	1.2	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
201736_s_at	0.0107	0.000551	3.97	-0.335088	1.05	MARCH6	membrane associated ring-CH-type finger 6
208631_s_at	0.0107	0.000552	3.97	-0.336242	1.55	HADHA	hydroxyacyl-CoA dehydrogenase/3-ketoacyl-CoA thiolase/enoyl-CoA hydratase (trifunctional protein), alpha subunit
208620_at	0.0107	0.000554	3.97	-0.33975	1.29	PCBP1	poly(rC) binding protein 1
200033_at	0.0108	0.000559	3.96	-0.347351	1.12	MIR5047///MIR3064///DDX5	microRNA 5047///microRNA 3064///DEAD-box helicase 5
214548_x_at	0.0108	0.000559	3.96	-0.348323	1.55	GNAS	GNAS complex locus
227260_at	0.0108	0.000561	3.96	-0.35165	1.56		
225001_at	0.0108	0.000563	3.96	-0.354692	1.27	RAB3D	RAB3D, member RAS oncogene family
224901_at	0.0108	0.000564	3.96	-0.356532	1.11	SCD5	stearoyl-CoA desaturase 5
202691_at	0.0108	0.000566	3.96	-0.359053	1.3	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide
217870_s_at	0.0108	0.000567	3.96	-0.361956	1.15	CMPK1	cytidine/uridine monophosphate kinase 1
217765_at	0.0109	0.000574	3.95	-0.373504	1.56	NRBP1	nuclear receptor binding protein 1
228456_s_at	0.011	0.000576	3.95	-0.377105	1.09	CDS2	CDP-diacylglycerol synthase 2
200720_s_at	0.011	0.000579	3.95	-0.381362	1.05	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha
210404_x_at	0.011	0.000579	3.95	-0.382096	1.29	CAMK2B	calcium/calmodulin dependent protein kinase II beta
1568604_a_at	0.0111	0.000584	3.94	-0.390111	1.47	CADPS	calcium dependent secretion activator
213366_x_at	0.0111	0.000585	3.94	-0.390939	1.49	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
1562904_s_at	0.0111	0.000585	3.94	-0.391715	2.33	FAM86B3P	family with sequence similarity 86, member A pseudogene
211662_s_at	0.0111	0.000588	3.94	-0.395433	1.3	VDAC2	voltage dependent anion channel 2
204260_at	0.0111	0.000589	3.94	-0.398016	1.89	CHGB	chromogranin B
212061_at	0.0112	0.000592	3.94	-0.402555	1.05	U2SURP	U2 snRNP associated SURP domain containing
218086_at	0.0112	0.000594	3.94	-0.405062	1.28	NPDC1	neural proliferation, differentiation and control 1
203621_at	0.0112	0.000596	3.94	-0.408698	1.07	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5
225092_at	0.0112	0.000598	3.94	-0.412401	1.44	RABEP1	rabaptin, RAB GTPase binding effector protein 1
212716_s_at	0.0113	0.000603	3.93	-0.419689	1.23	EIF3K	eukaryotic translation initiation factor 3 subunit K
201554_x_at	0.0113	0.000606	3.93	-0.424644	1.73	GYG1	glycogenin 1
209014_at	0.0113	0.000609	3.93	-0.429478	1.18	MAGED1	MAGE family member D1
223368_s_at	0.0114	0.000612	3.93	-0.434	1.06	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
232641_at	0.0114	0.000615	3.92	-0.438305	1.45	ZNF596	zinc finger protein 596
218374_s_at	0.0115	0.000621	3.92	-0.448052	1.32	C12orf4	chromosome 12 open reading frame 4
230991_at	0.0115	0.000622	3.92	-0.449511	2.25	LOC102724156	uncharacterized LOC102724156
204754_at	0.0115	0.000623	3.92	-0.450995	1.05	HLF	HLF, PAR bZIP transcription factor
213474_at	0.0115	0.000625	3.92	-0.45398	1.03	KCTD7///RABGEF1	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
203053_at	0.0115	0.000625	3.92	-0.454052	1.05	BCAS2	breast carcinoma amplified sequence 2
204002_s_at	0.0115	0.000625	3.92	-0.454139	1.34	ICA1	islet cell autoantigen 1
225284_at	0.0115	0.000626	3.92	-0.455114	1.04	DNAJC3	DnaJ heat shock protein family (Hsp40) member C3
201394_s_at	0.0116	0.000629	3.92	-0.460358	1.56	RBM5	RNA binding motif protein 5
229015_at	0.0116	0.000633	3.91	-0.46554	1.47		
203905_at	0.0116	0.000633	3.91	-0.466167	1.04	PARN	poly(A)-specific ribonuclease
206899_at	0.0117	0.000636	3.91	-0.470645	2.1	NTSR2	neurotensin receptor 2
212441_at	0.0117	0.000636	3.91	-0.471249	1.01	KIAA0232	KIAA0232
200870_at	0.0117	0.000639	3.91	-0.474437	1.14	STRAP	serine/threonine kinase receptor associated protein
203136_at	0.0117	0.000641	3.91	-0.478725	1.22	RABAC1	Rab acceptor 1
201275_at	0.0118	0.000648	3.9	-0.488979	1.12	FDPS	farnesyl diphosphate synthase
212041_at	0.0118	0.000649	3.9	-0.490353	1.22	ATP6V0D1	ATPase H+ transporting V0 subunit d1
216080_s_at	0.0118	0.00065	3.9	-0.491226	1.66	FADS3	fatty acid desaturase 3
230326_s_at	0.0119	0.000652	3.9	-0.493889	1.09	HIKESHI	Hikeshi, heat shock protein nuclear import factor
201023_at	0.0119	0.000654	3.9	-0.496629	1.14	TAF7	TATA-box binding protein associated factor 7
203113_s_at	0.0119	0.000655	3.9	-0.498678	1.27	EEF1D	eukaryotic translation elongation factor 1 delta
212125_at	0.0119	0.000657	3.9	-0.501414	1.36	RANGAP1	Ran GTPase activating protein 1
208598_s_at	0.012	0.00066	3.9	-0.506361	1.09	HUWE1	HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase
224930_x_at	0.012	0.000663	3.89	-0.510586	1.15	SNORD24///SNORD36A///SNORD36B///RPL7A	small nucleolar RNA, C/D box 24///small nucleolar RNA, C/D box 36A///small nucleolar RNA, C/D box 36B///ribosomal protein L7a
202794_at	0.012	0.000664	3.89	-0.510924	1.12	INPP1	inositol polyphosphate-1-phosphatase
224855_at	0.0121	0.000671	3.89	-0.522029	1.63	MIR6741///PYCR2	microRNA 6741///pyrroline-5-carboxylate reductase family member 2
211762_s_at	0.0121	0.000672	3.89	-0.522812	1.54	KPNA2	karyopherin subunit alpha 2
225446_at	0.0121	0.000675	3.89	-0.527181	1.33	BRWD1	bromodomain and WD repeat domain containing 1
223272_s_at	0.0121	0.000675	3.89	-0.527389	1.7	NTPCR	nucleoside-triphosphatase, cancer-related
221268_s_at	0.0122	0.000681	3.88	-0.535987	1.78	SGPP1	sphingosine-1-phosphate phosphatase 1
218953_s_at	0.0122	0.000684	3.88	-0.539956	1.09	PCYOX1L	prenylcysteine oxidase 1 like
201577_at	0.0122	0.000685	3.88	-0.540545	1.65	NME1	NME/NM23 nucleoside diphosphate kinase 1
229714_at	0.0123	0.000688	3.88	-0.544981	1.2	HS6ST3	heparan sulfate 6-O-sulfotransferase 3
208746_x_at	0.0123	0.000688	3.88	-0.545252	1.14	ATP5L	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G
204090_at	0.0123	0.00069	3.88	-0.547562	1.53	STK19	serine/threonine kinase 19
227262_at	0.0124	0.000696	3.88	-0.556855	1.42	HAPLN3	hyaluronan and proteoglycan link protein 3
1554079_at	0.0124	0.000702	3.87	-0.564101	1.31	GALNT18	polypeptide N-acetylgalactosaminyltransferase 18
201519_at	0.0124	0.000704	3.87	-0.566755	1.05	TOMM70	translocase of outer mitochondrial membrane 70
212721_at	0.0125	0.000708	3.87	-0.572111	1.04	SREK1	splicing regulatory glutamic acid and lysine rich protein 1
209956_s_at	0.0125	0.00071	3.87	-0.575095	1.25	CAMK2B	calcium/calmodulin dependent protein kinase II beta
201957_at	0.0125	0.000711	3.87	-0.576079	1.64	PPP1R12B	protein phosphatase 1 regulatory subunit 12B
201089_at	0.0125	0.000712	3.87	-0.577531	1.63	ATP6V1B2	ATPase H+ transporting V1 subunit B2
204249_s_at	0.0125	0.000712	3.87	-0.578142	1.1	LMO2	LIM domain only 2
225295_at	0.0125	0.000715	3.87	-0.58204	1.59	SLC39A10	solute carrier family 39 member 10
200030_s_at	0.0125	0.000715	3.87	-0.582174	1.37	SLC25A3	solute carrier family 25 member 3
211297_s_at	0.0126	0.000716	3.86	-0.583364	2.11	CDK7	cyclin dependent kinase 7
201804_x_at	0.0126	0.000723	3.86	-0.592413	1.18	TBCB	tubulin folding cofactor B
202813_at	0.0128	0.000734	3.85	-0.607045	1.19	TARBP1	TAR (HIV-1) RNA binding protein 1
202203_s_at	0.0128	0.000734	3.85	-0.60719	2.02	AMFR	autocrine motility factor receptor
1555278_a_at	0.0128	0.000736	3.85	-0.609848	1.58	CKAP5	cytoskeleton associated protein 5
226475_at	0.0129	0.000744	3.85	-0.619396	1.29	FAM118A	family with sequence similarity 118 member A
204143_s_at	0.0129	0.000744	3.85	-0.619693	1.45	ENOSF1	enolase superfamily member 1
223530_at	0.0129	0.000745	3.85	-0.620204	1.04	TDRKH	tudor and KH domain containing
221449_s_at	0.0129	0.000748	3.85	-0.624041	2.08	ITFG1	integrin alpha FG-GAP repeat containing 1
209109_s_at	0.013	0.000757	3.84	-0.635791	1.42	TSPAN6	tetraspanin 6
201386_s_at	0.0131	0.000761	3.84	-0.641031	1.42	DHX15	DEAH-box helicase 15
235302_at	0.0131	0.000763	3.84	-0.644021	1.03	GPATCH2L	G-patch domain containing 2 like
218212_s_at	0.0133	0.000774	3.83	-0.656752	1.27	MOCS2	molybdenum cofactor synthesis 2
224896_s_at	0.0133	0.000775	3.83	-0.657716	1.6	TTL	tubulin tyrosine ligase
208117_s_at	0.0133	0.000775	3.83	-0.658246	1.74	LAS1L	LAS1 like, ribosome biogenesis factor
221931_s_at	0.0133	0.000781	3.83	-0.666122	1.03	SEH1L	SEH1 like nucleoporin
200991_s_at	0.0133	0.000783	3.83	-0.667677	1.67	SNX17	sorting nexin 17
218108_at	0.0134	0.000788	3.83	-0.673651	1.17	UBR7	ubiquitin protein ligase E3 component n-recognin 7 (putative)
225445_at	0.0134	0.000788	3.83	-0.673663	1.01	UBN2	ubinuclein 2
202110_at	0.0134	0.000792	3.83	-0.678305	1.28	COX7B	cytochrome c oxidase subunit 7B
200615_s_at	0.0135	0.000793	3.82	-0.679553	1.02	AP2B1	adaptor related protein complex 2 beta 1 subunit
224280_s_at	0.0135	0.000793	3.82	-0.67982	1.56	MTFR1L	mitochondrial fission regulator 1 like
217898_at	0.0135	0.000793	3.82	-0.679926	1.19	EMC7	ER membrane protein complex subunit 7
209200_at	0.0135	0.000795	3.82	-0.682166	1.56	MEF2C	myocyte enhancer factor 2C
204559_s_at	0.0135	0.000798	3.82	-0.68583	1.12	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
203816_at	0.0136	0.000807	3.82	-0.696301	1.52	DGUOK	deoxyguanosine kinase
214686_at	0.0136	0.000809	3.82	-0.698874	1.04	ZNF266	zinc finger protein 266
203513_at	0.0136	0.00081	3.82	-0.700286	1.01	SPG11	spastic paraplegia 11 (autosomal recessive)
224583_at	0.0137	0.000814	3.81	-0.704331	1.76	COTL1	coactosin like F-actin binding protein 1
208860_s_at	0.0137	0.000816	3.81	-0.707131	1.22	ATRX	ATRX, chromatin remodeler
228051_at	0.0138	0.000824	3.81	-0.716296	1.08	ARFGEF3	ARFGEF family member 3
233555_s_at	0.0138	0.000826	3.81	-0.718227	2.07	SULF2	sulfatase 2
238658_at	0.0138	0.000828	3.81	-0.721124	1.14		
215009_s_at	0.0139	0.000836	3.8	-0.730204	1.08	THAP9-AS1	THAP9 antisense RNA 1
218946_at	0.0139	0.000837	3.8	-0.73132	1.12	NFU1	NFU1 iron-sulfur cluster scaffold
210296_s_at	0.014	0.000843	3.8	-0.738417	1.09	PEX2	peroxisomal biogenesis factor 2
201628_s_at	0.014	0.000844	3.8	-0.739359	1.12	RRAGA	Ras related GTP binding A
200788_s_at	0.014	0.000848	3.8	-0.743445	1.13	PEA15	phosphoprotein enriched in astrocytes 15
224462_s_at	0.0141	0.000853	3.8	-0.748889	1.21	CHCHD6	coiled-coil-helix-coiled-coil-helix domain containing 6
211047_x_at	0.0141	0.000857	3.79	-0.754052	1.12	AP2S1	adaptor related protein complex 2 sigma 1 subunit
219207_at	0.0142	0.00086	3.79	-0.757344	1.54	EDC3	enhancer of mRNA decapping 3
226770_at	0.0142	0.000864	3.79	-0.760912	1.14	MAGI3	membrane associated guanylate kinase, WW and PDZ domain containing 3
214167_s_at	0.0142	0.000868	3.79	-0.765551	2.3	RPLP0	ribosomal protein lateral stalk subunit P0
202276_at	0.0142	0.000869	3.79	-0.766554	1.06	SHFM1	split hand/foot malformation (ectrodactyly) type 1
200614_at	0.0144	0.000878	3.78	-0.776539	1.05	CLTC	clathrin heavy chain
223221_at	0.0144	0.00088	3.78	-0.778678	1.91	SCO1	SCO1 cytochrome c oxidase assembly protein
209279_s_at	0.0144	0.000883	3.78	-0.781691	1.88	NSDHL	NAD(P) dependent steroid dehydrogenase-like
205480_s_at	0.0145	0.000887	3.78	-0.786039	1.45	UGP2	UDP-glucose pyrophosphorylase 2
1558254_s_at	0.0146	0.000895	3.78	-0.794974	1.26	SRPK2	SRSF protein kinase 2
207088_s_at	0.0146	0.000899	3.78	-0.798406	1.42	SLC25A11	solute carrier family 25 member 11
211858_x_at	0.0146	0.000903	3.77	-0.802607	1.97	GNAS	GNAS complex locus
200078_s_at	0.0147	0.000905	3.77	-0.804851	1.09	ATP6V0B	ATPase H+ transporting V0 subunit b
223334_at	0.0147	0.000907	3.77	-0.807623	1.01	TMEM126A	transmembrane protein 126A
221831_at	0.0147	0.000907	3.77	-0.807731	1.03	LUZP1	leucine zipper protein 1
220751_s_at	0.0147	0.00091	3.77	-0.809914	2.25	FAXDC2	fatty acid hydroxylase domain containing 2
205514_at	0.0147	0.00091	3.77	-0.810128	1.04	ZNF415	zinc finger protein 415
224871_at	0.0147	0.000911	3.77	-0.811342	1.03	TPRG1L	tumor protein p63 regulated 1-like
203262_s_at	0.0147	0.000911	3.77	-0.811501	1.18	FAM50A	family with sequence similarity 50 member A
204117_at	0.0148	0.000923	3.76	-0.823357	1.32	PREP	prolyl endopeptidase
208778_s_at	0.0149	0.000937	3.76	-0.837683	1.23	SNORA29///TCP1	small nucleolar RNA, H/ACA box 29///t-complex 1
226912_at	0.015	0.000938	3.76	-0.839185	1.23	ZDHHC23	zinc finger DHHC-type containing 23
1556641_at	0.015	0.000941	3.76	-0.841714	1.5	SLC7A14	solute carrier family 7 member 14
201520_s_at	0.015	0.000943	3.76	-0.844543	1.94	GRSF1	G-rich RNA sequence binding factor 1
205248_at	0.015	0.000944	3.76	-0.845114	1.9	DOPEY2	dopey family member 2
200002_at	0.015	0.000947	3.75	-0.848228	1.02	RPL35	ribosomal protein L35
202069_s_at	0.0152	0.000966	3.75	-0.867306	1.24	IDH3A	isocitrate dehydrogenase 3 (NAD(+)) alpha
231034_s_at	0.0153	0.00097	3.74	-0.871146	1.96	NHSL1	NHS like 1
204266_s_at	0.0153	0.000972	3.74	-0.872799	1.29	CHKA	choline kinase alpha
200737_at	0.0154	0.000981	3.74	-0.882007	1.72	PGK1	phosphoglycerate kinase 1
1556633_at	0.0154	0.000987	3.74	-0.887353	1.09	C1orf204	chromosome 1 open reading frame 204
223040_at	0.0155	0.000991	3.74	-0.891373	1.26	NAA20	N(alpha)-acetyltransferase 20, NatB catalytic subunit
210153_s_at	0.0155	0.000996	3.73	-0.896089	2.14	ME2	malic enzyme 2
215440_s_at	0.0155	0.000998	3.73	-0.897616	1.43	BEX4	brain expressed X-linked 4
206621_s_at	0.0156	0.001	3.73	-0.904309	1.07	EIF4H	eukaryotic translation initiation factor 4H
214507_s_at	0.0156	0.00101	3.73	-0.904941	1.54	EXOSC2	exosome component 2
1556227_at	0.0157	0.00101	3.73	-0.906981	1.06	VCPIP1	valosin containing protein interacting protein 1
204793_at	0.0158	0.00102	3.73	-0.916237	1.11	GPRASP1	G protein-coupled receptor associated sorting protein 1
228959_at	0.0158	0.00102	3.73	-0.918139	1.13	PDK3	pyruvate dehydrogenase kinase 3
217720_at	0.0158	0.00102	3.72	-0.918992	1.22	CHCHD2	coiled-coil-helix-coiled-coil-helix domain containing 2
224360_s_at	0.0159	0.00103	3.72	-0.926576	2.04	PACSIN1	protein kinase C and casein kinase substrate in neurons 1
212333_at	0.0159	0.00103	3.72	-0.928285	1.08	FAM98A	family with sequence similarity 98 member A
212693_at	0.0159	0.00103	3.72	-0.930389	1.02	MDN1	midasin AAA ATPase 1
223020_at	0.016	0.00104	3.72	-0.939396	1.53	CLPTM1L	CLPTM1 like
205172_x_at	0.016	0.00104	3.72	-0.940739	1.09	CLTB	clathrin light chain B
201274_at	0.0161	0.00105	3.71	-0.949701	1.34	PSMA5	proteasome subunit alpha 5
227318_at	0.0162	0.00106	3.71	-0.951462	1.8	TMEM178B	transmembrane protein 178B
211939_x_at	0.0163	0.00107	3.71	-0.963183	1.28	BTF3	basic transcription factor 3
